Radius (nm),Exchange Interaction (kJ/m3),DM Interaction (kJ/m3),Demagnetization (kJ/m3),Total Energy (kJ/m3)
45.050000000000004,4.624274282167168,0.0,-0.8066449607477983,3.81762932141937
45.58,4.6084351294598065,0.0,-0.5957180458697218,4.012717083590085
46.11,4.584892352791164,0.0,-0.3702413662300955,4.214650986561068
46.64,4.553309029168622,0.0,-0.12853387113855286,4.424775158030069
47.17,4.515341304466265,0.0,0.1276869074564118,4.643028211922677
47.7,4.471155886884488,0.0,0.4003369145388307,4.871492801423319
48.230000000000004,4.422275251459959,0.0,0.687444272093935,5.109719523553894
48.76,4.369199402969195,0.0,0.9908195863088114,5.3600189892780055
49.29,4.313196713186491,0.0,1.3083315126620332,5.621528225848524
49.82000000000001,4.255270984154502,0.0,1.64175725871221,5.897028242866713
50.35,4.196289182309015,0.0,1.9888346484338766,6.18512383074289
50.88,4.13724695166508,0.0,2.3512329176000195,6.4884798692651
51.410000000000004,4.078656321455256,0.0,2.726469509264343,6.805125830719599
51.94,4.021620572254492,0.0,3.1161659123863013,7.1377864846407935
52.470000000000006,3.9662061563496156,0.0,3.5176996548257504,7.483905811175365
53.00000000000001,3.9132657637769728,0.0,3.9324865894334735,7.845752353210448
53.53,3.862570093567249,0.0,4.357968250842528,8.220538344409777
54.06,3.8145069467933257,0.0,4.795327675554834,8.609834622348158
54.59,3.7687109245735573,0.0,5.242183753781368,9.010894678354925
55.120000000000005,3.725503087733473,0.0,5.699492962911802,9.424996050645275
55.650000000000006,3.684417493033358,0.0,6.164997287701426,9.849414780734783
56.18000000000001,3.6452559626997476,0.0,6.639449717869441,10.28470568056919
56.71,3.6074232606881087,0.0,7.120740337999974,10.72816359868808
57.24,3.570137172819685,0.0,7.609413976247819,11.179551149067505
57.77,3.532770998132815,0.0,8.103638211676323,11.636409209809138
58.300000000000004,3.4941929760829114,0.0,8.603731313622665,12.097924289705578
58.830000000000005,3.453850061860285,0.0,9.108104278780969,12.561954340641256
59.36000000000001,3.410303385158117,0.0,9.616994172386685,13.027297557544802
59.89,3.3631208359838185,0.0,10.129137299929138,13.492258135912955
60.42000000000001,3.3107723810324363,0.0,10.644692811317658,13.955465192350093
60.95,3.2530663330740817,0.0,11.162798723212232,14.415865056286313
61.480000000000004,3.188634681158235,0.0,11.683893857528126,14.87252853868636
62.01,3.117534531340893,0.0,12.207501479918998,15.32503601125989
62.540000000000006,3.0386865092568303,0.0,12.734354908083523,15.773041417340352
63.07000000000001,2.952299863182491,0.0,13.264315574514699,16.216615437697193
63.6,2.8575686062645684,0.0,13.799043749132483,16.65661235539705
64.13000000000001,2.7549191510970465,0.0,14.339263338153634,17.09418248925068
64.66,2.643714048303208,0.0,14.887877672138446,17.531591720441657
65.19,2.524749874831396,0.0,15.445855258778511,17.970605133609908
65.72000000000001,2.397580056538131,0.0,16.019636467538536,18.417216524076668
66.25,2.2634283411844227,0.0,16.61099649937113,18.87442484055555
66.78,2.1228734116909176,0.0,17.23120314340575,19.354076555096672
67.31,1.9773555587541882,0.0,17.88432505134775,19.86168061010194
67.84,1.8291422153497428,0.0,18.591584925360227,20.42072714070997
68.37,1.67973980856584,0.0,19.36327854363183,21.043018352197667
68.9,1.5363459302311604,0.0,20.3144112249179,21.850757155149058
69.43,1.3580555469176192,0.0,21.876179928798532,23.23423547571615
