Radius (nm),Exchange Interaction (kJ/m3),DM Interaction (kJ/m3),Demagnetization (kJ/m3),Total Energy (kJ/m3)
0.0,58.47018754130328,-94.88222935340842,-0.12739527857169888,-36.53943709067686
0.53,58.470187541303275,-94.88222935340842,-0.1273952785716988,-36.539437090676856
1.06,58.663791454072935,-94.98251525003754,-0.10729599160089513,-36.4260197875655
1.59,58.92253159077293,-95.11607407262649,-0.08057736119002973,-36.27411984304357
2.12,59.331118209461096,-95.31801780524137,-0.03766682905735605,-36.02456642483765
2.6500000000000004,59.822663160286616,-95.55653292313517,0.013768790135719498,-35.72010097271284
3.18,60.462943161935506,-95.8549419375438,0.08125253252939434,-35.31074624307891
3.7100000000000004,61.199842918505574,-96.19051894339424,0.15832039174024098,-34.832355633148445
4.24,62.09502448620405,-96.57686904293219,0.2521919064362447,-34.22965265029189
4.7700000000000005,63.10460958141747,-96.99822896020062,0.3568930513989661,-33.53672632738418
5.300000000000001,64.28920712714354,-97.46090540439883,0.4795062461964845,-32.6921920310588
5.83,65.61144807279592,-97.95536476189102,0.6143987064471353,-31.72951798264795
6.36,67.13566367448071,-98.48315119094586,0.7685304365081846,-30.57895707995697
6.890000000000001,68.83062283704145,-99.03971213557513,0.9366553121494903,-29.272433986384204
7.420000000000001,70.7654436956084,-99.61916846673782,1.1253150695529035,-27.728409701576503
7.95,72.91678468228513,-100.22185910712994,1.3298602186295174,-25.975214206215306
8.48,75.3522984778989,-100.83228641730645,1.556462382374566,-23.92352555703298
9.010000000000002,78.06261861789552,-101.4557694020237,1.8010400610968398,-21.59211072303134
9.540000000000001,81.11841237395934,-102.06655901096613,2.068936267862182,-18.8792103691446
10.07,84.53351976551379,-102.67450756979925,2.3564683196060576,-15.784519484679405
10.600000000000001,88.37366012333172,-103.23843240385243,2.668496130564777,-12.196276149955926
11.13,92.69140371592107,-103.77202829819778,3.0010993288554726,-8.079525253421222
11.66,97.54635112952906,-104.21882554779724,3.3590761067994697,-3.313398311468715
12.19,103.05189874317445,-104.59226691440152,3.737328313010899,2.1969601417838147
12.72,109.29344639505535,-104.82518981454126,4.140212127145836,8.6084687076599
13.250000000000002,116.47723085076032,-104.9214695232422,4.5615076068445175,16.117268934362663
13.780000000000001,124.74907164149921,-104.80513377318441,5.002969090378339,24.946906958693145
14.31,134.45789413049093,-104.45391821781499,5.459588923503582,35.463564836179486
14.840000000000002,145.9007779835128,-103.78403326943753,5.926808519421438,48.04355323349673
15.370000000000001,159.57837304556767,-102.72193711561037,6.4046612270643415,63.261097157021624
15.9,175.78810478021333,-101.17905715442588,6.879529378067158,81.48857700385459
16.430000000000003,194.20133770711638,-99.0650153131333,7.358671999610125,102.49499439359322
16.96,213.21382275417088,-96.37733571372937,7.794886328971425,124.63137336941293
17.49,227.27098923417188,-93.54363397854536,8.118613919452653,141.84596917507915
18.020000000000003,228.3855594352185,-90.7685248921261,8.202386070890714,145.8194206139831
18.55,215.50295817449728,-88.55423062978086,8.04975607565494,134.99848362037142
