Radius (nm),Exchange Interaction (kJ/m3),DM Interaction (kJ/m3),Demagnetization (kJ/m3),Total Energy (kJ/m3)
0.0,36.43373775572111,-45.598700524197,-0.8422263255549415,-10.00718909403082
0.53,36.43373775572112,-45.59870052419699,-0.8422263255549416,-10.007189094030823
1.06,36.50914903891992,-45.601637756117604,-0.8153696083165958,-9.907858325514276
1.59,36.609610004754195,-45.60519627491449,-0.7796206425115404,-9.775206912671843
2.12,36.76604877297178,-45.6087305467633,-0.7233703434198694,-9.566052117211385
2.6500000000000004,36.9524524496495,-45.61133312153207,-0.6562332696151857,-9.315113941497765
3.18,37.19293289550466,-45.61343345791358,-0.5697171496875078,-8.99021771209643
3.7100000000000004,37.46650847770697,-45.614029256610976,-0.4715431182124237,-8.61906389711644
4.24,37.79322303472183,-45.61442977368509,-0.3546593324764981,-8.175866071439755
4.7700000000000005,38.154873355499696,-45.61338301752271,-0.2257718303179646,-7.6842814923409835
5.300000000000001,38.56280443851944,-45.60349489773869,-0.07864869382426763,-7.119339153043517
5.83,39.00252470395449,-45.586178856146724,0.08066345260496759,-6.502990699587263
6.36,39.4886065075183,-45.56236556610072,0.2576112657753165,-5.816147792807112
6.890000000000001,40.00757821287692,-45.532964860607535,0.44669817231140424,-5.0786884754192085
7.420000000000001,40.568953790458224,-45.49545421832875,0.6524063168606531,-4.274094111009872
7.95,41.16045588460093,-45.45097812424404,0.8698450268045363,-3.42067721283858
8.48,41.78244743891195,-45.39085439662268,1.1021653116099195,-2.506241646100807
9.010000000000002,42.42508505410526,-45.3181917045019,1.3451664415036704,-1.547940208892971
9.540000000000001,43.09234382756722,-45.23354461775565,1.6002588747166477,-0.5409419154717752
10.07,43.77467218540192,-45.13948645802807,1.8640815787243399,0.4992673060981891
10.600000000000001,44.463894895107174,-45.028637386903306,2.1351152845489834,1.5703727927528564
11.13,45.15268588646449,-44.90523813814453,2.4110891509299455,2.6585368992499094
11.66,45.82992783377165,-44.7665901611454,2.6869705979588443,3.7503082705851005
12.19,46.49056622561164,-44.61768096742764,2.9617170271447453,4.8346022853287325
12.72,47.11992223311858,-44.46001091347059,3.2260791901782775,5.885990509826267
13.250000000000002,47.715833131690324,-44.298157254338506,3.4804327892468385,6.898108666598662
13.780000000000001,48.25695763743748,-44.131694516288306,3.711714798995172,7.836977920144343
14.31,48.74594653108519,-43.9647496239245,3.922034593155264,8.703231500315951
14.840000000000002,49.16511318412092,-43.80443326029214,4.096283519466684,9.456963443295452
15.370000000000001,49.52178845774491,-43.65223908919201,4.238623525542465,10.108172894095363
15.9,49.79839821824953,-43.51625125832362,4.334059776086302,10.616206736012211
16.430000000000003,50.00720122903349,-43.394706333994684,4.389285914485438,11.001780809524236
16.96,50.13643687388925,-43.29734168169676,4.393216424391447,11.232311616583946
17.49,50.20188506767938,-43.21919555419971,4.3549206736964035,11.337610187176073
18.020000000000003,50.196251791323284,-43.17009369552988,4.269021447862333,11.29517954365574
18.55,50.137066831627415,-43.14275880653903,4.146261176800268,11.140569201888649
19.080000000000002,50.020225532067485,-43.147688538891195,3.9874370884997865,10.859974081676071
19.610000000000003,49.862873676636426,-43.176453983883185,3.803035138873911,10.489454831627162
20.14,49.664048667355466,-43.2396758156763,3.5985689784575636,10.022941830136729
20.67,49.438677027757684,-43.32885893017805,3.3821911793401895,9.492009276919822
21.200000000000003,49.186625603375916,-43.454480720759584,3.1616032598122286,8.893748142428562
21.73,48.919594675859926,-43.60863260915476,2.941190592256959,8.252152658962133
22.26,48.63915068370773,-43.801200787566316,2.72923191804199,7.567181814183406
